time,pitch,pitch_est,roll,roll_est
0.77,0.007154883,-0.020598323,0.206142098,0.256999078
0.78,0.012353429,-0.022845144,0.164686337,0.219775539
0.79,0.020907409,0.014930011,0.123898074,0.190288275
0.8,0.040636819,0.025526951,0.076040335,0.155544997
0.81,0.051463764,0.022604152,0.040511023,0.11014646
0.82,0.053353421,0.020812664,0.003402604,0.071678223
0.83,0.051788367,0.027785505,-0.021192411,0.039406481
0.84,0.046638239,0.027934317,-0.050678264,0.011648353
0.85,0.038492903,0.030857602,-0.083588429,-0.014780071
0.86,0.030263793,0.035678491,-0.120396137,-0.051439421
0.87,0.029451139,0.01882579,-0.153070286,-0.094044965
0.88,0.028181365,0.011293692,-0.189943507,-0.126889085
0.89,0.028372489,0.009766704,-0.223547682,-0.158436022
0.9,0.022209518,0.001113831,-0.247841567,-0.190971332
0.91,0.018485548,0.001402597,-0.275802433,-0.216851671
0.92,0.018294893,0.006450023,-0.302886456,-0.24348655
0.93,0.016455499,0.0103881,-0.333592683,-0.263470579
0.94,0.012976117,0.008020593,-0.361863136,-0.290103219
0.95,0.009676026,0.004249182,-0.388786465,-0.314126036
0.96,0.00914126,0.000989722,-0.424536526,-0.339771529
0.97,0.011725232,-0.001232311,-0.452306122,-0.370664977
0.98,0.013322092,-0.003685889,-0.479970813,-0.407317008
0.99,0.010099836,-0.00184306,-0.506382823,-0.423667529
1,0.007731574,-0.003235652,-0.535682857,-0.438001734
1.01,0.008551091,-0.002021325,-0.561559618,-0.465833643
1.02,0.009346532,-0.002300681,-0.585495234,-0.487387935
1.03,0.011976409,-0.013179757,-0.613751292,-0.504417092
1.04,0.01224465,-0.007844635,-0.635931849,-0.527301094
1.05,0.012707069,-0.008839044,-0.660826027,-0.561557863
1.06,0.013862622,-0.007283539,-0.68213433,-0.573399411
1.07,0.015217728,-0.008466331,-0.704423726,-0.57999709
1.08,0.019066505,-0.002541828,-0.730753839,-0.593024378
1.09,0.021673409,0.002737898,-0.751562417,-0.622625044
1.1,0.02365081,0.006049986,-0.774891257,-0.643533559
1.11,0.025159771,0.002053847,-0.799116433,-0.667498029
1.12,0.023342561,0.00081131,-0.82067883,-0.678263502
1.13,0.02362944,-0.001942805,-0.843110085,-0.682325837
1.14,0.024159214,0.000996135,-0.866050482,-0.69961388
1.15,0.028865391,0.000330718,-0.895972669,-0.708367253
1.16,0.033865888,0.010914081,-0.911864221,-0.728468479
1.17,0.038001072,0.019297097,-0.929842114,-0.739170729
1.18,0.042131413,0.027733083,-0.946578383,-0.750794357
1.19,0.048654027,0.021423001,-0.960200429,-0.779642464
1.2,0.049622796,0.020001624,-0.96473515,-0.768094399
1.21,0.049451619,0.027913655,-0.961853147,-0.756752281
1.22,0.052476928,0.024137751,-0.948580682,-0.7774214
1.23,0.05409687,0.041698422,-0.914038658,-0.75849241
1.24,0.060256667,0.026177495,-0.88409543,-0.745087771
1.25,0.062499464,0.02576168,-0.863333464,-0.716393656
1.26,0.062751368,0.021884287,-0.839592576,-0.712854855
1.27,0.06041785,0.041318601,-0.8157323,-0.698867249
1.28,0.063376524,0.027029915,-0.790602446,-0.678406315
1.29,0.061937887,0.028918934,-0.756400645,-0.641179984
1.3,0.060087666,0.028240232,-0.722552299,-0.624638873
1.31,0.058432043,0.020133567,-0.686660647,-0.579209785
1.32,0.058914851,0.015316962,-0.650816441,-0.554700256
1.33,0.056161761,0.029977842,-0.614235401,-0.517977903
1.34,0.055687319,0.025010522,-0.570450723,-0.496385407
1.35,0.053732514,0.020181041,-0.534447193,-0.467936483
1.36,0.050625071,0.023255356,-0.503101468,-0.44053237
1.37,0.046593044,0.03429001,-0.475228548,-0.401178676
1.38,0.047741029,0.029771238,-0.444734216,-0.370615539
1.39,0.044844706,0.022831114,-0.410956979,-0.337498931
1.4,0.044925056,0.032272379,-0.375655949,-0.306951127
1.41,0.044770345,0.029586494,-0.344130665,-0.285781196
1.42,0.041089658,0.022758323,-0.319729328,-0.252093899
1.43,0.035086825,0.012379155,-0.288414836,-0.192973446
1.44,0.02851643,0.014314749,-0.243310601,-0.178049384
1.45,0.023817336,0.02474109,-0.2074662,-0.141781417
1.46,0.01874562,0.022290085,-0.176522106,-0.111814047
1.47,0.016335381,0.009120263,-0.138652623,-0.088634736
1.48,0.013223086,0.014897635,-0.104972161,-0.048201657
1.49,0.014990346,0.017656166,-0.07510253,-0.014697863
1.5,0.012348462,0.012109844,-0.046962582,0.018079802
1.51,0.009982992,0.011084341,-0.019397844,0.043243316
1.52,0.007465975,0.000609928,-0.000323114,0.059230728
1.53,-0.001591573,-0.014844725,0.000426138,0.079863065
1.54,-0.012817462,-0.005607699,0.00888491,0.085870074
1.55,-0.013367168,-0.011812346,0.008951622,0.085824797
1.56,-0.010138738,-0.031554997,0.005660421,0.080614538
1.57,-0.010140968,-0.034505813,0.001368393,0.101839567
1.58,-0.005376637,-0.024471268,6.53E-06,0.078083321
1.59,-0.001317055,0.001307388,-0.003527009,0.074288534
1.6,-0.001670104,0.00447421,-0.002349216,0.06571803
1.61,0.002403052,0.003590764,-0.001942441,0.062424749
1.62,0.003972419,0.009347669,-0.00669269,0.067198664
1.63,0.006694619,0.010964943,-0.008835956,0.064907892
1.64,0.011211551,0.008819067,-0.013885075,0.062874989
1.65,0.009948474,0.017140921,-0.025708467,0.048357837
1.66,0.016259599,0.011253739,-0.032975294,0.036496888
1.67,0.015956391,0.017321482,-0.039141528,0.024948432
1.68,0.015125987,0.01774622,-0.038353514,0.017732707
1.69,0.009390237,0.01989419,-0.035116989,0.017464407
1.7,0.004565899,0.005346866,-0.041863628,0.012789983
1.71,0.006966075,-0.001086272,-0.048706144,0.00792837
1.72,0.008744732,-0.002825861,-0.057748374,0.000122734
1.73,0.010056753,-0.003234282,-0.056288101,-0.002548803
1.74,0.011423427,-0.003439071,-0.054652382,-0.004301578
1.75,0.011935813,-0.00494472,-0.053181086,-0.005090658
1.76,0.012669617,-0.004728676,-0.051768262,-0.005990961
1.77,0.01298897,-0.004302789,-0.050214972,-0.005851372
1.78,0.013204133,-0.005540296,-0.048564669,-0.006299558
1.79,0.013198615,-0.004974471,-0.046916798,-0.006307774
1.8,0.013211704,-0.00580641,-0.04532611,-0.007399899
1.81,0.013166351,-0.005360384,-0.043920845,-0.006148218
1.82,0.012960115,-0.005508056,-0.042342987,-0.006509396
1.83,0.012806037,-0.004858065,-0.041029599,-0.00668996
1.84,0.012533632,-0.004096003,-0.039664254,-0.007629678
1.85,0.012150895,-0.004712853,-0.038229074,-0.007036422
1.86,0.011745436,-0.005142646,-0.03669472,-0.007477229
1.87,0.01151634,-0.005129977,-0.035535969,-0.0070952
1.88,0.011111546,-0.00487734,-0.034146141,-0.007263253
1.89,0.010665895,-0.005483316,-0.032850407,-0.006990684
1.9,0.010329772,-0.005435339,-0.031675104,-0.007245978
1.91,0.009773272,-0.005391573,-0.030450514,-0.006991746
1.92,0.009386171,-0.00504592,-0.029406937,-0.00759952
1.93,0.008906748,-0.004379422,-0.028406911,-0.007117052
1.94,0.008297883,-0.005271035,-0.027509801,-0.007700411
1.95,0.007608218,-0.005697767,-0.026508015,-0.007131581
1.96,0.007010112,-0.005315593,-0.025512513,-0.007603121
1.97,0.006546763,-0.005153364,-0.024672342,-0.006996549
1.98,0.006063285,-0.005430951,-0.023698347,-0.007414773
1.99,0.005641892,-0.006049497,-0.022899806,-0.007013123
2,0.005051921,-0.005765835,-0.02215605,-0.007684048
2.01,0.004554471,-0.005960261,-0.021325087,-0.007977935
2.02,0.004084218,-0.005966957,-0.020674711,-0.007788118
2.03,0.003640275,-0.005973189,-0.019951202,-0.007573433
2.04,0.003313018,-0.005845825,-0.019312298,-0.008208352
2.05,0.002979808,-0.006175856,-0.018736955,-0.007673536
2.06,0.002598487,-0.005822903,-0.018129515,-0.007426898
2.07,0.002144667,-0.006037287,-0.017624855,-0.006937531
2.08,0.001720332,-0.005037245,-0.017056344,-0.007177407
2.09,0.001373872,-0.00526963,-0.016551172,-0.007426322
2.1,0.000989754,-0.00478419,-0.015994918,-0.007314121
2.11,0.000606557,-0.005164279,-0.015484619,-0.007370734
2.12,0.00030929,-0.005119942,-0.015031534,-0.007032911
2.13,0.000122586,-0.005074787,-0.014596707,-0.006990117
2.14,-0.000168033,-0.005189353,-0.014076511,-0.007555035
2.15,-0.000403941,-0.005135431,-0.013689464,-0.006644805
2.16,-0.000648624,-0.005691847,-0.013294382,-0.007261991
2.17,-0.000933604,-0.006359343,-0.013089946,-0.00733774
2.18,-0.001071221,-0.006090866,-0.012739636,-0.006913008
2.19,-0.001413553,-0.005694225,-0.012479913,-0.007042094
2.2,-0.001581015,-0.005742073,-0.012198498,-0.007605543
2.21,-0.001946897,-0.005518422,-0.011925871,-0.007652516
2.22,-0.002252024,-0.005620094,-0.011698869,-0.008020323
2.23,-0.002297846,-0.005444981,-0.011546647,-0.007965332
2.24,-0.002314944,-0.005849543,-0.011349788,-0.00784302
2.25,-0.002587991,-0.005440825,-0.011158391,-0.007305994
2.26,-0.002733365,-0.005125079,-0.011001707,-0.007505696
2.27,-0.002804396,-0.006189941,-0.010863449,-0.007117993
2.28,-0.003034235,-0.005031786,-0.010697176,-0.006575131
2.29,-0.003249948,-0.005325573,-0.010372367,-0.007391887
2.3,-0.003421664,-0.004853771,-0.010098993,-0.006696825
2.31,-0.003533187,-0.005706151,-0.009910224,-0.007435272
2.32,-0.003518039,-0.005295077,-0.009713695,-0.00635268
2.33,-0.003438896,-0.0052964,-0.009437148,-0.007260025
2.34,-0.003536317,-0.00482077,-0.009340072,-0.006402059
2.35,-0.003560319,-0.004813841,-0.009202327,-0.007907047
2.36,-0.00371961,-0.004826533,-0.009314438,-0.007594719
2.37,-0.003806473,-0.003994732,-0.009060707,-0.007191062
2.38,-0.004031843,-0.004536323,-0.008885267,-0.007260553
2.39,-0.004457186,-0.005812132,-0.008813657,-0.006600067
2.4,-0.005280322,-0.00615015,-0.008607874,-0.008835552
2.41,-0.006662392,0.003062504,-0.00711534,-0.005309963
2.42,-0.013894125,-0.004989306,-0.006402066,-0.006506578
2.43,-0.033203915,-0.024101145,-0.005621175,-0.011915663
2.44,-0.066519506,-0.053024633,-0.005752475,-0.013188052
2.45,-0.08942458,-0.078529578,-0.006141875,-0.015335989
2.46,-0.100377157,-0.090347516,-0.007173824,-0.011938501
2.47,-0.114539273,-0.107171648,-0.006791077,-0.00832785
2.48,-0.135044158,-0.126396094,-0.005058052,-0.006481713
2.49,-0.156315103,-0.142635783,-0.004944752,-0.00590117
2.5,-0.179179341,-0.161596454,-0.002097595,-0.006130765
2.51,-0.201879248,-0.188716641,-0.000396199,-0.006192903
2.52,-0.225928411,-0.217662997,0.00445304,-0.006371734
2.53,-0.251351327,-0.245665738,0.00710437,-0.003932544
2.54,-0.272196054,-0.260091806,0.01106821,0.008552753
2.55,-0.289302766,-0.28272692,0.012889812,0.008489677
2.56,-0.301049739,-0.299291003,0.013517078,0.008719287
2.57,-0.307879716,-0.312512847,0.013126473,0.006597355
2.58,-0.313821256,-0.319525768,0.010891779,0.006873294
2.59,-0.325788587,-0.332849527,0.010321509,0.007550352
2.6,-0.335299432,-0.342793071,0.009916435,0.005058381
2.61,-0.344097108,-0.35803944,0.00951399,0.001599196
2.62,-0.355577797,-0.370058745,0.01039085,0.001377121
2.63,-0.364446342,-0.378626784,0.01124472,0.003868975
2.64,-0.370321929,-0.386510078,0.012122255,0.007424592
2.65,-0.38104859,-0.393148715,0.010600018,0.009314818
2.66,-0.394623071,-0.407318467,0.006540815,0.007282523
2.67,-0.410515845,-0.431736197,0.005070819,0.00297351
2.68,-0.420695186,-0.444598632,0.005339567,0.002175256
2.69,-0.424246371,-0.454112672,0.005420679,0.000470029
2.7,-0.43197298,-0.458584548,0.006111942,0.002655206
2.71,-0.448563576,-0.469329599,0.005393342,0.001978527
2.72,-0.468840003,-0.490025533,0.00249248,-0.003633927
2.73,-0.483204156,-0.50874139,-0.000689921,-0.004832738
2.74,-0.485200942,-0.516770318,-0.002018826,-0.006121172
2.75,-0.485889643,-0.519068696,-0.000271546,-0.003505077
2.76,-0.49228254,-0.526034426,-0.000473672,-0.004585831
2.77,-0.506251037,-0.536324202,-0.001096892,-0.004638396
2.78,-0.52166301,-0.548532748,-0.002087164,-0.006608381
2.79,-0.533236027,-0.559853117,-0.002554789,-0.005455074
2.8,-0.535871565,-0.567102996,-0.003211291,-0.008064146
2.81,-0.54303211,-0.570655219,-0.00236126,-0.007319715
2.82,-0.553914368,-0.580070532,-0.004062389,-0.011648483
2.83,-0.57940203,-0.599230015,-0.006462555,-0.012232674
2.84,-0.589357138,-0.609808981,-0.009996496,-0.015892844
2.85,-0.594205141,-0.617543275,-0.009690493,-0.016801794
2.86,-0.600396335,-0.622527295,-0.008006162,-0.015726881
2.87,-0.617125511,-0.634872259,-0.009532942,-0.017688321
2.88,-0.632262528,-0.648312236,-0.010998811,-0.019198385
2.89,-0.645344973,-0.660787542,-0.010708664,-0.018865568
2.9,-0.657015443,-0.669432093,-0.009047633,-0.016565587
2.91,-0.665591359,-0.676728628,-0.009210204,-0.014785486
2.92,-0.67639935,-0.688300415,-0.009410839,-0.01786691
2.93,-0.686222076,-0.69655581,-0.010716202,-0.017279374
2.94,-0.696803451,-0.704854243,-0.01084689,-0.016703673
2.95,-0.708864391,-0.715229035,-0.011429892,-0.018609103
2.96,-0.721723795,-0.722633504,-0.013696067,-0.019689564
2.97,-0.732126355,-0.730120083,-0.015158958,-0.019460022
2.98,-0.740306377,-0.736815518,-0.016313339,-0.019308128
2.99,-0.749660492,-0.745631532,-0.016154241,-0.021038458
3,-0.760856748,-0.754815726,-0.017422602,-0.022884065
3.01,-0.772962093,-0.762701029,-0.018487414,-0.025600391
3.02,-0.787825048,-0.773024218,-0.021063739,-0.026084784
3.03,-0.790878892,-0.780067859,-0.021059314,-0.027419928
3.04,-0.788793564,-0.781508715,-0.020250143,-0.021353675
3.05,-0.775133491,-0.776829832,-0.019763492,-0.018961918
3.06,-0.762649179,-0.768934199,-0.017253891,-0.016236901
3.07,-0.750226676,-0.760050638,-0.013181189,-0.011048143
3.08,-0.735810637,-0.760042665,-0.012617457,-0.011825959
3.09,-0.704793155,-0.739106028,-0.009807339,-0.0043076
3.1,-0.661916971,-0.710398962,0.001668509,0.005439637
3.11,-0.634989917,-0.685258108,0.010461,0.014171027
3.12,-0.631139994,-0.678967947,0.014201457,0.011960482
3.13,-0.624692798,-0.688668875,0.010901738,0.022188644
3.14,-0.609098673,-0.670985799,0.023691669,0.017490515
3.15,-0.58413285,-0.652366523,0.028541109,0.023950695
3.16,-0.549917042,-0.632388637,0.033023559,0.032132734
3.17,-0.518387556,-0.594906691,0.036526144,0.037844294
3.18,-0.499206573,-0.576806591,0.038839702,0.041193851
3.19,-0.478060693,-0.562568438,0.038639411,0.041536793
3.2,-0.455169857,-0.543242752,0.037960436,0.041126057
3.21,-0.436034083,-0.51851365,0.036950462,0.040668826
3.22,-0.413915902,-0.506287013,0.035577834,0.040640104
3.23,-0.393199354,-0.495910253,0.035424817,0.040272352
3.24,-0.367758483,-0.476135555,0.034803033,0.041618486
3.25,-0.347994745,-0.456360151,0.03586071,0.04373541
3.26,-0.33594504,-0.437973459,0.035960592,0.044235176
3.27,-0.316772938,-0.414686666,0.036408827,0.042509416
3.28,-0.296712279,-0.395815677,0.038684301,0.044925169
3.29,-0.281232536,-0.383107339,0.038255569,0.044220894
3.3,-0.274209827,-0.376768093,0.038353249,0.045706186
3.31,-0.26924029,-0.363513131,0.038734078,0.04827955
3.32,-0.2595945,-0.347526768,0.039200276,0.046146372
3.33,-0.247917071,-0.343825596,0.040465236,0.04889441
3.34,-0.227620512,-0.337870369,0.042543743,0.047181797
3.35,-0.206818983,-0.323485316,0.043489877,0.05146507
3.36,-0.194044665,-0.30534267,0.044323307,0.052135684
3.37,-0.181117296,-0.272382308,0.045531522,0.063686713
3.38,-0.133815885,-0.256741952,0.049510803,0.067853539
3.39,-0.108156703,-0.233656257,0.046272386,0.067005576
3.4,-0.096687198,-0.213820196,0.044386119,0.063495492
3.41,-0.088249005,-0.200556167,0.043268137,0.061301465
3.42,-0.071534492,-0.181346228,0.0435859,0.059507253
3.43,-0.045911115,-0.158409305,0.043126699,0.058954956
3.44,-0.01991198,-0.136681784,0.041716959,0.059694307
3.45,0.009496514,-0.113437009,0.041968279,0.061488269
3.46,0.023385875,-0.0975622,0.042781219,0.058804496
3.47,0.03213824,-0.081564771,0.04249661,0.057567138
3.48,0.049869105,-0.064314029,0.043245196,0.054991134
3.49,0.061457772,-0.051939153,0.043216836,0.057592692
3.5,0.073552184,-0.041877025,0.044666234,0.058679181
3.51,0.091356061,-0.02122692,0.046507265,0.057513946
3.52,0.10616219,-0.0096889,0.048821058,0.062082869
3.53,0.125337809,-0.010503976,0.052182324,0.054604676
3.54,0.135798737,0.015367098,0.052701503,0.060567459
3.55,0.149783507,0.030323862,0.054860279,0.064056888
3.56,0.167102307,0.058941605,0.0532731,0.066893373
3.57,0.181859389,0.069062798,0.054211907,0.067746767
3.58,0.192554906,0.085091279,0.05340521,0.068774469
3.59,0.203656897,0.094709786,0.052357681,0.067515624
3.6,0.223256156,0.104597952,0.05163306,0.06682273
3.61,0.236884877,0.121821758,0.050280523,0.068102286
3.62,0.251827329,0.145440537,0.049792681,0.070400644
3.63,0.276456207,0.159672154,0.0495129,0.06393617
3.64,0.284636915,0.179207071,0.047194667,0.065571333
3.65,0.307671428,0.192082338,0.046465233,0.061012135
3.66,0.32579729,0.216041609,0.047101971,0.061134882
3.67,0.337508589,0.231041863,0.046745151,0.059564336
3.68,0.349892229,0.245916433,0.048015222,0.060921366
3.69,0.369677633,0.255125095,0.050458476,0.061016769
3.7,0.383000314,0.274031216,0.051349893,0.060334451
3.71,0.400330335,0.284674777,0.052432831,0.060711429
3.72,0.407559782,0.302847333,0.050666753,0.060410399
3.73,0.422335804,0.310705542,0.050222084,0.060929098
3.74,0.432904273,0.322239042,0.049496595,0.058707351
3.75,0.439651638,0.335973961,0.048608057,0.061728252
3.76,0.45636034,0.342944269,0.051137201,0.06334628
3.77,0.465877295,0.35757584,0.052912589,0.064475784
3.78,0.477241963,0.368370833,0.054330997,0.062028167
3.79,0.486523986,0.385717452,0.055044718,0.061066413
3.8,0.497221112,0.392628238,0.057401989,0.062644602
3.81,0.513538182,0.39935727,0.058967546,0.062417803
3.82,0.51671052,0.407552222,0.057629798,0.064007406
3.83,0.51887852,0.416829882,0.057351258,0.063346782
3.84,0.52204603,0.428164808,0.058442876,0.064309297
3.85,0.544200957,0.433623053,0.062599607,0.064693641
3.86,0.555132449,0.442843769,0.066416457,0.066913512
3.87,0.556275785,0.448517248,0.063445754,0.069331021
3.88,0.565277755,0.461375296,0.066790707,0.071413999
3.89,0.576108694,0.46395865,0.066950016,0.069389649
3.9,0.589897513,0.473367187,0.072468407,0.065919896
3.91,0.593676567,0.489366889,0.071857125,0.067784334
3.92,0.604607761,0.499038905,0.075140566,0.069221497
3.93,0.608759999,0.506349488,0.075282238,0.067877709
3.94,0.612885177,0.509864528,0.0749733,0.066702055
3.95,0.621162891,0.511379149,0.074610867,0.070141224
3.96,0.628764093,0.524853929,0.075245187,0.069197295
3.97,0.64141494,0.540616927,0.076600827,0.070326716
3.98,0.646473527,0.54610652,0.076126866,0.067797908
3.99,0.649364352,0.549981107,0.075932577,0.067032945
4,0.649275661,0.551490284,0.07403852,0.034733207
4.01,0.651397943,0.553063379,0.07287164,0.049494322
4.02,0.65444392,0.554944104,0.071638949,0.059351174
4.03,0.663577497,0.562434288,0.07518848,0.062745217
4.04,0.665394962,0.566793472,0.073079593,0.064135348
4.05,0.666722596,0.571594807,0.071987733,0.063483561
4.06,0.668316007,0.573443188,0.072518878,0.061080489
4.07,0.671067894,0.582616955,0.072655223,0.058819168
4.08,0.672225177,0.582521916,0.071323186,0.057789193
4.09,0.675158799,0.585519121,0.068930678,0.056387002
4.1,0.680463731,0.586568396,0.069330052,0.052925663
4.11,0.686179638,0.588904743,0.070394151,0.052548112
4.12,0.686637282,0.593152701,0.069286421,0.052030949
4.13,0.68491441,0.597702215,0.068139195,0.050232565
4.14,0.679398835,0.592992955,0.067811146,0.049300415
4.15,0.672343433,0.588268689,0.066495948,0.049996944
4.16,0.668724298,0.585287446,0.067331716,0.052001995
4.17,0.661059916,0.575338527,0.066753797,0.055325238
4.18,0.649362981,0.569810976,0.066118263,0.053696737
4.19,0.630498171,0.558999991,0.064087436,0.051275907
4.2,0.597608089,0.540177933,0.059857111,0.066268945
4.21,0.57736069,0.516722009,0.071703635,0.085740651
4.22,0.541609347,0.498596073,0.077245228,0.06929655
4.23,0.499263406,0.465894845,0.074572131,0.059234275
4.24,0.448991984,0.430436778,0.075431086,0.055467391
4.25,0.380191982,0.374989722,0.07226456,0.079609208
4.26,0.32559374,0.319456041,0.070861101,0.039950842
4.27,0.295074999,0.279790908,0.070880689,0.076944735
4.28,0.256522298,0.222939701,0.071665928,0.072406455
4.29,0.220888928,0.200960417,0.070976228,0.0592673
4.3,0.182377353,0.16758316,0.069999836,0.06062296
4.31,0.143085152,0.132489729,0.064216122,0.055993923
4.32,0.117793396,0.10867087,0.062861145,0.054303236
4.33,0.092471249,0.070216756,0.05955223,0.042553146
4.34,0.059529398,0.046329031,0.054209299,0.035810255
4.35,0.011419727,0.005612773,0.046929669,0.030776664
4.36,-0.033481333,-0.017366046,0.043442134,0.033490595
4.37,-0.050030202,-0.055944099,0.041716971,0.032845408
4.38,-0.062878668,-0.085354051,0.040125955,0.020146887
4.39,-0.078374475,-0.097549634,0.037120726,0.018409423
4.4,-0.080073074,-0.109739667,0.036858361,0.018995736
4.41,-0.083112232,-0.10523932,0.036022782,0.020550483
4.42,-0.075226843,-0.102734283,0.035847906,0.024534811
4.43,-0.072114199,-0.096470664,0.033725653,0.025309359
4.44,-0.066380076,-0.089807364,0.033898044,0.022558159
4.45,-0.074147828,-0.097702279,0.033551238,0.019523834
4.46,-0.083226524,-0.112933935,0.036202095,0.01716635
4.47,-0.096678793,-0.106465323,0.034328278,0.02212593
4.48,-0.096422076,-0.113732827,0.034120087,0.023781501
4.49,-0.100157335,-0.115790594,0.0327667,0.025494294
4.5,-0.100971535,-0.115951102,0.035368174,0.025947106
4.51,-0.104119994,-0.120932054,0.034852874,0.023046487
4.52,-0.103270277,-0.123304673,0.035130061,0.022544906
4.53,-0.101056114,-0.12498907,0.035046663,0.019110452
4.54,-0.096658856,-0.125184202,0.034312386,0.019546404
4.55,-0.093021654,-0.122019945,0.033532605,0.020158902
4.56,-0.089558743,-0.119645663,0.034371495,0.020744529
4.57,-0.08195705,-0.10072174,0.036516603,0.017556314
4.58,-0.062620722,-0.089787125,0.035803627,0.015823424
4.59,-0.055966686,-0.055674571,0.039652169,0.025206688
4.6,-0.028583096,-0.05747335,0.038831554,0.022752265
4.61,-0.028107038,-0.04712333,0.040691983,0.029214225
4.62,-0.025432041,-0.057456659,0.039139934,0.024580348
4.63,-0.024181454,-0.043394358,0.038281597,0.028905446
4.64,-0.023569733,-0.048918776,0.037263792,0.02772278
4.65,-0.02541559,-0.044672416,0.035358779,0.023628738
