time,pitch,pitch_est,roll,roll_est
4.45,-0.013735704,-0.013325453,0.002372093,-0.011819883
4.46,-0.040273141,-0.027418799,0.003311369,-0.016694316
4.47,-0.094300307,-0.06490089,0.005009754,-0.019137746
4.48,-0.15974392,-0.124818543,0.005500188,-0.024224299
4.49,-0.215068549,-0.183767061,0.005525624,-0.021883074
4.5,-0.242548987,-0.220528497,0.005531192,-0.021807122
4.51,-0.259606391,-0.243872339,0.007957601,-0.015245629
4.52,-0.258236647,-0.252695141,0.006041543,-0.015644037
4.53,-0.253598362,-0.25298095,0.005172088,-0.012140721
4.54,-0.247452706,-0.253350383,0.003726661,-0.011057784
4.55,-0.219694167,-0.232162831,0.004381987,-0.005439587
4.56,-0.179346025,-0.202160482,0.004576688,0.000980499
4.57,-0.138091192,-0.166782025,0.003978097,0.00239447
4.58,-0.091225088,-0.124562632,0.003149752,0.004474709
4.59,-0.037508842,-0.069481627,0.00179983,0.008057778
4.6,-0.010713049,-0.038308529,-0.000245349,0.001340391
4.61,-0.010840254,-0.025958659,-0.000249353,-0.00552263
4.62,-0.010540216,-0.019490591,-0.000737966,-0.006996679
4.63,-0.010207864,-0.016141628,-0.000759066,-0.007161118
4.64,-0.009708488,-0.015452427,-0.001069825,-0.007899557
4.65,-0.008699229,-0.013753973,-0.001340822,-0.007751595
4.66,-0.003375205,-0.020440658,-0.004219264,-0.008624916
4.67,0.034284245,0.00246355,-0.003916468,-0.00053089
4.68,0.110384561,0.058400899,-0.004395882,0.001948482
4.69,0.164986923,0.166538082,-0.004805332,0.00630484
4.7,0.222716853,0.200951904,-0.006608324,-0.00314997
4.71,0.247966826,0.202983783,-0.009405886,-0.020765052
4.72,0.227628902,0.211095288,-0.004097599,-0.018550236
4.73,0.21387431,0.211151106,-0.004479295,-0.018403441
4.74,0.184097573,0.188365047,-0.002709559,-0.015898225
4.75,0.134769246,0.144489354,-0.000482802,-0.021454952
4.76,0.064861231,0.097055353,0.00048791,-0.027374774
4.77,0.010792037,0.0439973,-0.004807625,-0.019736845
4.78,0.008571229,0.016167678,-0.00490263,-0.013972952
4.79,0.00819815,0.002797346,-0.004499626,-0.010198865
4.8,0.008796297,-0.017191724,-0.004578793,0.017078417
4.81,0.042271782,0.022676016,-0.005860663,-0.019133719
4.82,0.110417753,0.067566237,-0.007084298,-0.006253087
4.83,0.204161391,0.172287906,-0.0068914,0.027161377
4.84,0.26736787,0.21734195,-0.008070869,0.002177965
4.85,0.268681705,0.230733341,-0.004391175,0.003170874
4.86,0.2514911,0.239305441,-0.002652978,-0.012527209
4.87,0.223391175,0.219901282,-0.002953176,-0.021416514
4.88,0.181383729,0.190410298,-0.002952884,-0.023562337
4.89,0.124927163,0.162711872,-0.001581222,-0.03662303
4.9,0.026533572,-0.168835656,0.001602306,-0.053501644
4.91,-0.010006112,-0.091515135,-0.0036863,-0.032445656
4.92,-0.01003969,-0.047985474,-0.002119185,-0.026735495
4.93,-0.008116893,-0.029089282,-0.000347756,-0.017428722
4.94,-0.007947342,-0.017098328,-0.000158879,-0.012203248
4.95,-0.007944359,-0.013148171,-0.000179123,-0.007645848
4.96,-0.007650524,-0.010948859,7.60E-05,-0.006922872
4.97,-0.007764445,-0.008121484,0.000276001,-0.008847026
4.98,-0.007561204,-0.008908211,0.000286429,-0.00810238
4.99,-0.007469932,-0.00842229,0.00042736,-0.007157605
5,-0.007339245,-0.008443099,0.000555366,-0.006323389
5.01,-0.007200169,-0.008789625,0.000506214,-0.005649767
5.02,-0.007076111,-0.007560062,0.000548876,-0.007749647
5.03,-0.006987898,-0.008148489,0.000721641,-0.00746063
5.04,-0.006962357,-0.007354644,0.000844218,-0.00937878
5.05,-0.0069602,-0.007924433,0.00098704,-0.008631068
5.06,-0.006941599,-0.008060675,0.001177907,-0.008031114
5.07,-0.00693947,-0.007540954,0.001165804,-0.00713721
5.08,-0.00685506,-0.008120243,0.001192659,-0.006811078
5.09,-0.00678026,-0.007464674,0.001274729,-0.007464577
5.1,-0.006779238,-0.007845614,0.001263316,-0.008660404
5.11,-0.006699134,-0.008642438,0.001203893,-0.008039755
5.12,-0.006749932,-0.007710301,0.001239053,-0.007967642
5.13,-0.006568891,-0.008599122,0.001201507,-0.007213979
5.14,-0.006562667,-0.008267285,0.001355181,-0.008281355
5.15,-0.006415732,-0.008728747,0.001239074,-0.007699172
5.16,-0.006253583,-0.007626077,0.001335476,-0.008152995
