time;pitch;pitch_est;roll;roll_est;ax;ay;az
100;-0.028206082060933113;-0.07368760723620653;-0.01190885342657566;0.011630562096834184;0.14789201319217682;0.021608538925647736;0.968207597732544
200;-0.019702166318893433;-0.10066889219008401;-0.016020672395825386;0.016245886274066187;0.12728409469127655;0.02136574685573578;0.9435941576957703
300;-0.03034292720258236;-0.11476472690371509;-0.011663476936519146;0.02131860991311753;0.12849633395671844;0.02694997750222683;0.9521235823631287
400;-0.0403093583881855;-0.11887942436974906;-0.007312081288546324;0.020862151903073167;0.12267763167619705;0.020880160853266716;0.9472496509552002
500;-0.048851706087589264;-0.1284505897743082;-0.00374917546287179;0.018555606340573922;0.13770928978919983;0.016752686351537704;0.952610969543457
600;-0.057347897440195084;-0.13141569678550097;-0.000776093453168869;0.01721138207003478;0.13407258689403534;0.01626710407435894;0.9474933743476868
700;-0.0650024563074112;-0.13204414987359162;0.002032170770689845;0.016652741029785385;0.13237546384334564;0.016509894281625748;0.9501740336418152
800;-0.07060284167528152;-0.13112869516443953;0.0046103042550385;0.016149652194831145;0.12995101511478424;0.016024310141801834;0.9350647926330566
900;-0.07586019486188889;-0.13142527967230136;0.006498667877167463;0.01662440940715894;0.13140568137168884;0.017481066286563873;0.956266462802887
1000;-0.0824861153960228;-0.13541527488205812;0.008736117742955685;0.014464424397483735;0.13916395604610443;0.012625213712453842;0.9538294672966003
1100;-0.08795403689146042;-0.13476739301386642;0.010338736698031425;0.016903627583692432;0.13383014500141144;0.019666196778416634;0.9579722881317139
1200;-0.09233585000038147;-0.1318504902140957;0.012243939563632011;0.01945881344683747;0.12873879075050354;0.022336916998028755;0.9645521640777588
1300;-0.09701412171125412;-0.134845520268295;0.013874605298042297;0.01696789329659438;0.13746683299541473;0.014810346998274326;0.9582160115242004
1400;-0.10186422616243362;-0.13488003772992918;0.014303959906101227;0.013126398634632351;0.13455748558044434;0.009468910284340382;0.9448127150535583
1500;-0.10537531971931458;-0.13418325613924034;0.016264140605926514;0.014907643916208184;0.13334524631500244;0.01699548028409481;0.9599218368530273
1600;-0.10864034295082092;-0.12671906945453743;0.017350617796182632;0.021895635446959806;0.11904094368219376;0.02913510985672474;0.9672328233718872
1700;-0.11104736477136612;-0.13045840343205295;0.01838216558098793;0.02020092932859181;0.13407258689403534;0.018695026636123657;0.9509051442146301
1800;-0.11401347815990448;-0.12884759507795465;0.019010983407497406;0.019087809568230127;0.12704166769981384;0.018209444358944893;0.9645521640777588
1900;-0.11660539358854294;-0.12789230044930666;0.019266322255134583;0.018691680410119472;0.12679921090602875;0.01845223642885685;0.958459734916687
2000;-0.1181308701634407;-0.125958058875523;0.020014364272356033;0.017649632034453286;0.12388986349105835;0.016752686351537704;0.955535352230072
2100;-0.11979595571756363;-0.1300358976172304;0.020275089889764786;0.019881701582243252;0.13407258689403534;0.022336916998028755;0.9647958278656006
2200;-0.12216441333293915;-0.13261586226339184;0.02074572443962097;0.01713899447373083;0.13504236936569214;0.01456755492836237;0.9660142660140991
2300;-0.12365588545799255;-0.12765533345084878;0.02077033370733261;0.01748432720923116;0.12243518978357315;0.017966650426387787;0.9550479650497437
2400;-0.12452586740255356;-0.12332198164115846;0.021621786057949066;0.019807202385509762;0.11879849433898926;0.022336916998028755;0.9426194429397583
2500;-0.1256127506494522;-0.1258361610539106;0.022583382204174995;0.026712023553044736;0.12825389206409454;0.033748168498277664;0.9599218368530273
2600;-0.1264600306749344;-0.1074028126694063;0.023069078102707863;0.025148245979421294;0.08873520791530609;0.02355087921023369;0.9569975137710571
2700;-0.12282094359397888;-0.08618051539418933;0.023554841056466103;0.02038456384095173;0.06473305821418762;0.015538725070655346;0.9618715047836304
2800;-0.11684130132198334;-0.06300850483299097;0.02387031726539135;0.01826267223993254;0.03976112976670265;0.016024310141801834;0.9806361198425293
2900;-0.11215195059776306;-0.06449178173875618;0.023907765746116638;0.022089465501906148;0.06594529002904892;0.025978805497288704;0.9699134826660156
3000;-0.10796640068292618;-0.052585972034137;0.023814674466848373;0.01961356525750673;0.04073091223835945;0.017238274216651917;10.108.546.018.600.400
3100;-0.10364611446857452;-0.0552702729502932;0.022615885362029076;0.012647141761128272;0.05794457346200943;0.005827021785080433;0.9818546175956726
3200;-0.10021378099918365;-0.05350655343496596;0.021882709115743637;0.009105489464590366;0.05164097994565964;0.005827021785080433;0.9640647172927856
3300;-0.0985947698354721;-0.05900006507249224;0.02172756753861904;0.016115365128909032;0.06449060887098312;0.02330808714032173;0.9718630313873291
3400;-0.09657803922891617;-0.0626489047390317;0.021458130329847336;0.011040875369941408;0.06643018126487732;0.006069814320653677;0.9859974384307861
3500;-0.0950883999466896;-0.07406411487486907;0.018115390092134476;0.009717840035256123;0.0855834111571312;0.008497740142047405;0.982342004776001
3600;-0.09467866271734238;-0.07757919944739516;0.01637178286910057;0.00395483808229849;0.081219382584095;-0.0016885813092812896;0.9886780977249146
3700;-0.0942039042711258;-0.07783354363477148;0.015443017706274986;0.00047471873458801135;0.078310027718544;-0.002894710749387741;0.8746280074119568
3800;-0.09427794814109802;-0.08821658071948085;0.014498847536742687;0.0023929894382946973;0.09867548942565918;0.004370266571640968;0.9582160115242004
3900;-0.09479610621929169;-0.08468308160903527;0.01517046894878149;0.004067190406625119;0.081219382584095;0.005827021785080433;0.9862411618232727
4000;-0.09576069563627243;-0.09234455846093481;0.014837057329714298;0.000683404395813594;0.10013016313314438;-0.002653484931215644;0.9762495756149292
4100;-0.0959387943148613;-0.09883113359925257;0.015166234225034714;0.007004139747355998;0.10546397417783737;0.013353591784834862;0.9577286243438721
4200;-0.09746485203504562;-0.09794328007569969;0.015426183119416237;0.01583827035289928;0.09722080826759338;0.02476484328508377;0.982342004776001
4300;-0.09850652515888214;-0.10768417469716703;0.015937617048621178;0.010543498242483153;0.11758626997470856;0.005341436713933945;0.9923335909843445
4400;-0.1010705754160881;-0.12461322655883048;0.01658404991030693;0.01981132561245115;0.14158840477466583;0.02913510985672474;0.9686949253082275
4500;-0.1065990999341011;-0.14078331242416164;0.018075499683618546;0.02938432788248175;0.15710493922233582;0.03908960521221161;0.9813672304153442
4600;-0.11391088366508484;-0.17043309246986268;0.020902467891573906;0.03782471872700693;0.20026032626628876;0.046373382210731506;0.903627872467041
4700;-0.1238173395395279;-0.1933993474850062;0.02557465247809887;0.04437417949233974;0.21650420129299164;0.05098643898963928;0.9336026310920715
4800;-0.13162876665592194;-0.19120098175940745;0.02875366061925888;0.052624939265364025;0.18910782039165497;0.060698140412569046;0.9311656951904297
4900;-0.13731910288333893;-0.18437308119306728;0.0314643569290638;0.05320110991433226;0.17795529961585999;0.053657159209251404;0.9457874298095703
5000;-0.13860440254211426;-0.15054238729208388;0.03168165683746338;0.03752618768310631;0.11734382063150406;0.021608538925647736;0.9855100512504578
5100;-0.13691866397857666;-0.13042060035107406;0.030745046213269234;0.03024583944141849;0.11055533587932587;0.02282250113785267;0.9647958278656006
5200;-0.1368498057126999;-0.13865144555732603;0.029675466939806938;0.0372763741489327;0.14692223072052002;0.044431041926145554;0.9711319208145142
5300;-0.14116309583187103;-0.17918552513819758;0.03214395418763161;0.04243916301750407;0.21965600550174713;0.04783013463020325;0.9640647172927856
5400;-0.14891564846038818;-0.17521946496475807;0.035368286073207855;0.04901056406521062;0.1711668223142624;0.05559949949383736;0.921417772769928
5500;-0.1559731811285019;-0.20402994865500457;0.03870213404297829;0.06334440677784817;0.23299053311347961;0.0776936262845993;0.9392076730728149
5600;-0.16571657359600067;-0.24936476273949665;0.0397302471101284;0.06762769157587846;0.29481422901153564;0.0721093937754631;0.9655268788337708
5700;-0.17662301659584045;-0.27603381563596985;0.04422461986541748;0.08572028782457197;0.30257248878479004;0.10415801405906677;0.9501740336418152
5800;-0.18931147456169128;-0.29699894396471255;0.04904666170477867;0.08402338416779147;0.3178465962409973;0.082792267203331;0.9063085317611694
5900;-0.19836199283599854;-0.25083773973273593;0.049576789140701294;0.0615507035009951;0.20510925352573395;0.03933239355683327;0.9820983409881592
6000;-0.19324104487895966;-0.1518995969866902;0.046520885080099106;0.04972764882755529;0.053580544888973236;0.03763284906744957;0.9601655602455139
6100;-0.18117313086986542;-0.10652202144541459;0.042057231068611145;0.029404831793798575;0.061338815838098526;0.008740533143281937;0.9545605182647705
6200;-0.17280493676662445;-0.1290070506899705;0.03930053114891052;0.028236920558020115;0.15128624439239502;0.027192767709493637;10.347.368.717.193.600
6300;-0.17203588783740997;-0.15088497344882656;0.0376126766204834;0.01602457909140537;0.172621488571167;0.004127473570406437;0.9818546175956726
6400;-0.1730937510728836;-0.15625583523816575;0.035485100001096725;0.021012450705977175;0.1614689826965332;0.02622159756720066;0.9801487326622009
6500;-0.1719701886177063;-0.14505675809939733;0.03534833341836929;0.03460546855169698;0.13383014500141144;0.04831572249531746;0.967476487159729
6600;-0.16910435259342194;-0.1372195618669532;0.03559429571032524;0.03193253891754001;0.12946611642837524;0.029377900063991547;0.9574849009513855
6700;-0.16630703210830688;-0.13656421668220325;0.03491855412721634;0.022368636274572397;0.13601216673851013;0.012868006713688374;0.9114262461662292
6800;-0.1654246747493744;-0.14452438099674464;0.03306998685002327;0.019645225587436577;0.15249848365783691;0.017238274216651917;0.9657706022262573
6900;-0.1649940013885498;-0.14683028087622876;0.03145661950111389;0.021885785720560727;0.14910423755645752;0.024279257282614708;0.9850226640701294
7000;-0.1675465703010559;-0.19967693323996405;0.03015027940273285;0.022033793200924662;0.252386212348938;0.022336916998028755;0.9906277060508728
7100;-0.17427730560302734;-0.223900265753278;0.030958596616983414;0.04081935595842731;0.2480221688747406;0.059969767928123474;0.9808798432350159
7200;-0.18164362013339996;-0.25146235782136056;0.031470488756895065;0.023784351230048545;0.27881279587745667;0.007040984462946653;0.9455438256263733
7300;-0.18999381363391876;-0.25871475427478463;0.03026771917939186;0.020410993489819937;0.26596319675445557;0.017238274216651917;0.9587033987045288
7400;-0.19807292520999908;-0.2708484553599096;0.028182875365018845;0.011124285940457574;0.28317680954933167;0.0019423406338319182;0.906552255153656
7500;-0.20425628125667572;-0.26342221261649446;0.02495240420103073;-0.0021456769858530147;0.2562653124332428;-0.015438457019627094;0.9282413125038147
7600;-0.20774468779563904;-0.25055335464158685;0.021621881052851677;-0.005825318882448815;0.2378394454717636;-0.009649035520851612;0.941400945186615
7700;-0.21108169853687286;-0.24554070144864912;0.0178584773093462;-0.012200655286895339;0.2407488077878952;-0.018815619871020317;0.9401824474334717
7800;-0.21433810889720917;-0.25577315217781443;0.013645456172525883;-0.032551332851604865;0.2662056088447571;-0.053069695830345154;0.9457874298095703
7900;-0.2183810919523239;-0.25804327057325016;0.00875941663980484;-0.04006031245293172;0.2603869140148163;-0.04776272922754288;0.956266462802887
8000;-0.22300061583518982;-0.2708128473940487;0.004564746282994747;-0.04648008621809906;0.28366172313690186;-0.053069695830345154;0.9706445932388306
8100;-0.22842155396938324;-0.28549079312434456;-0.0008411559392698109;-0.05509278408021366;0.30039048194885254;-0.0639248639345169;0.9426194429397583
8200;-0.2347649484872818;-0.29171291145179945;-0.0062913475558161736;-0.07535414639609961;0.29820847511291504;-0.09600790590047836;0.9182497262954712
8300;-0.2408876121044159;-0.2930747942028855;-0.013559180311858654;-0.09342725761472191;0.29481422901153564;-0.11217004060745239;0.9077707529067993
8400;-0.24667930603027344;-0.28521597737890486;-0.02201237715780735;-0.07860988548043424;0.27784299850463867;-0.06488976627588272;0.9803923964500427
8500;-0.24977116286754608;-0.2723690385934895;-0.029550857841968536;-0.10340448829440713;0.2599020302295685;-0.12953831255435944;0.9572411775588989
8600;-0.2501954734325409;-0.2609096961806906;-0.03553337603807449;-0.10631898909378174;0.2492343932390213;-0.11048145592212677;0.9920898675918579
8700;-0.25143682956695557;-0.2527884677736887;-0.03744279965758324;-0.09738179107909727;0.2439005970954895;-0.08949480205774307;0.9450563788414001
8800;-0.2532064914703369;-0.2474163389791877;-0.03572164475917816;-0.08119036277777036;0.241233691573143;-0.06585466861724854;0.9245858788490295
8900;-0.25590580701828003;-0.24153034394996264;-0.032033517956733704;-0.05331221662742776;0.23517253994941711;-0.026293622329831123;0.9557790756225586
9000;-0.2573641836643219;-0.24204293532881638;-0.026497865095734596;-0.030406729201384833;0.2426883578300476;-0.00844290666282177;0.9650395512580872
9100;-0.25770464539527893;-0.23373772751292454;-0.022272497415542603;-0.022541306928595864;0.22595958411693573;-0.015679681673645973;0.955535352230072
9200;-0.25659114122390747;-0.21731264261780048;-0.019968925043940544;-0.026943566501589238;0.20147255063056946;-0.03232427313923836;0.9626024961471558
9300;-0.2535599172115326;-0.2037924025442422;-0.019075358286499977;-0.028728757222782023;0.19080494344234467;-0.031359363347291946;0.9630899429321289
9400;-0.250238299369812;-0.20087612132317142;-0.017574071884155273;-0.028007112029547043;0.19807831943035126;-0.027982203289866447;0.9657706022262573
9500;-0.24833962321281433;-0.2039891830577747;-0.013253928162157536;-0.0009692978373094692;0.20680637657642365;0.02549321949481964;0.9543168544769287
9600;-0.2465599626302719;-0.2094871923684466;-0.005144105292856693;0.0578849467664882;0.21432217955589294;0.116297647356987;0.9579722881317139
9700;-0.24491657316684723;-0.21489948217390253;0.007566958665847778;0.07690231982284845;0.21989844739437103;0.09541748464107513;0.9496866464614868
9800;-0.24349746108055115;-0.22733758877910792;0.019814418628811836;0.11270350534248584;0.2397790104150772;0.1481034755706787;0.8777960538864136
9900;-0.24356885254383087;-0.2356128306859978;0.03077596239745617;0.11389935659669845;0.2441430240869522;0.11484088748693466;0.9379891753196716
10000;-0.2430022805929184;-0.23746241518655223;0.03651982173323631;0.09264471038920737;0.2395365685224533;0.07113822549581528;0.9569975137710571
10100;-0.24398083984851837;-0.23526151212036;0.03872539848089218;0.06587923452683833;0.23299053311347961;0.03908960521221161;0.9474933743476868
10200;-0.24467457830905914;-0.23885473627696616;0.03999027609825134;0.06614000854650955;0.2419610172510147;0.0665251612663269;0.9755184650421143
10300;-0.24457603693008423;-0.24472544371396454;0.04542553797364235;0.07411566434865663;0.2494768351316452;0.08230668306350708;0.935552179813385
10400;-0.24355383217334747;-0.2383568964163759;0.052245743572711945;0.10283621908316516;0.23080852627754211;0.13159357011318207;0.9443252682685852
10500;-0.24178719520568848;-0.22178026904690074;0.061877112835645676;0.1346564941306472;0.20389701426029205;0.16655570268630981;0.8982665538787842
10600;-0.23851220309734344;-0.21854379721899772;0.07179797440767288;0.15697888493122258;0.21432217955589294;0.1794237196445465;0.9511488080024719
10700;-0.23467028141021729;-0.21174525526811178;0.08171100169420242;0.16700849954044825;0.20413947105407715;0.17748136818408966;0.9528546929359436
10800;-0.2318497896194458;-0.21045998600924223;0.0859663337469101;0.1476551173599837;0.20850348472595215;0.12892286479473114;0.9850226640701294
10900;-0.2295401394367218;-0.19581224760949328;0.08657289296388626;0.12060255305656686;0.1803797483444214;0.09420351684093475;0.952610969543457
11000;-0.22805649042129517;-0.1860098097378832;0.08671202510595322;0.1286112620462693;0.1755308359861374;0.13717781007289886;0.969669759273529
11100;-0.22445715963840485;-0.1813085139325839;0.08941103518009186;0.13672262904243399;0.17577329277992249;0.1454327553510666;0.9894092082977295
11200;-0.22092610597610474;-0.17509868608600831;0.09249713271856308;0.13544730640295902;0.167772576212883;0.1347498744726181;0.9643084406852722
11300;-0.21795573830604553;-0.1750024076485145;0.09581321477890015;0.14277529960689755;0.17359128594398499;0.15077418088912964;0.9945268034934998
11400;-0.21523575484752655;-0.16213196400216193;0.09996282309293747;0.15674939077851077;0.14813445508480072;0.17141155898571014;0.9431067705154419
11500;-0.21156522631645203;-0.15345370894923027;0.10465361922979355;0.16471388596718245;0.14377044141292572;0.17311111092567444;0.9318967461585999
11600;-0.20487241446971893;-0.12738837018391477;0.10742509365081787;0.16131535086740806;0.10037261247634888;0.15805795788764954;0.9499303102493286
11700;-0.1964428424835205;-0.10002123622772639;0.10848742723464966;0.14657523026935088;0.07176399230957031;0.13183635473251343;0.9569975137710571
11800;-0.18651196360588074;-0.07989074437627203;0.10686015337705612;0.12743253994232154;0.05867191031575203;0.10828548669815063;0.9750310778617859
11900;-0.1759808212518692;-0.052293417982283014;0.10646866261959076;0.1133205770760199;0.023517252877354622;0.09905937314033508;0.9772243499755859
12000;-0.16389714181423187;-0.03687172838639725;0.10659109055995941;0.11655971685831515;0.020365456119179726;0.11945395171642303;0.9891654849052429
12100;-0.15225286781787872;-0.028458722955775975;0.10720112919807434;0.11698694293616521;0.019153228029608727;0.11702601611614227;0.9857537150382996
12200;-0.14224235713481903;-0.011125977305665145;0.10814809799194336;0.11773472889947043;-0.0069113983772695065;0.11823998391628265;0.9820983409881592
12300;-0.13056476414203644;-0.005120145175312044;0.10869618505239487;0.10959547025808844;-0.0014810138382017612;0.1012445017695427;1.053.257.703.781.120
12400;-0.12054610252380371;0.0016070185104950126;0.10751941800117493;0.10853516975204781;-0.008639248088002205;0.10707152634859085;10.042.747.259.140.000
12500;-0.11022230237722397;0.001954441208331701;0.10629326105117798;0.09563471389086728;-0.002715192036703229;0.08230668306350708;0.9760059118270874
12600;-0.10065843909978867;0.003730953102404922;0.10314205288887024;0.07278468587128992;-0.005924055352807045;0.04952968657016754;0.9745436906814575
12700;-0.09109068661928177;0.010714065783315182;0.09951472282409668;0.05776574700520311;-0.01826583780348301;0.0424887016415596;0.9728378057479858
12800;-0.08145663142204285;0.021359091103062215;0.09657923132181168;0.050967865926813356;-0.03258230537176132;0.04394545406103134;0.994283139705658
12900;-0.0719672217965126;0.033732536918660724;0.09448548406362534;0.051893638919014634;-0.0466519370675087;0.05244319513440132;0.9760059118270874
13000;-0.06244372949004173;0.037803602964910685;0.09257881343364716;0.04481764550048161;-0.042208895087242126;0.037390053272247314;0.9955016374588013
13100;-0.05384145677089691;0.04171127393742691;0.08899711817502975;0.04279809019247237;-0.04566459357738495;0.04054636135697365;0.9967200756072998
13200;-0.04509934410452843;0.04412929704474916;0.08489104360342026;0.025425274745299327;-0.04640510305762291;0.008012155070900917;0.9372580647468567
13300;-0.03637409582734108;0.06203952618669346;0.07943719625473022;0.01417710009653559;-0.0797279104590416;0.0029135108925402164;0.9411572217941284
13400;-0.02597125805914402;0.07826474471748865;0.07455109804868698;0.007815347626967879;-0.09429121762514114;0.0014567554462701082;0.9891654849052429
13500;-0.01634318195283413;0.07247033438837551;0.06837509572505951;0.004768831485326001;-0.06664562970399857;0.0019423406338319182;0.9833167791366577
13600;-0.010884626768529415;0.05798328223423629;0.06316886842250824;0.0069303764197662645;-0.04344307258725166;0.009468910284340382;0.9923335909843445
13700;-0.0076797399669885635;0.044403665681150714;0.05930226668715477;0.006085292759142208;-0.03085445426404476;0.005584229249507189;0.9974511861801147
13800;-0.004784713964909315;0.03864069966021566;0.056246038526296616;0.008282512784715854;-0.03282913938164711;0.01068287342786789;0.9745436906814575
13900;-0.00045474249054677784;0.051940947497049084;0.05420294031500816;0.01665244953772623;-0.06516461074352264;0.025007635354995728;0.9677202105522156
